Date,Month,Hour,dewpt,heatindex,humidity,temp,Humidity previous
16,10,10,15,31.6,36,32,30.3
16,10,15,18,,65,25,31.4
16,10,16,19,,69,25,30.9
16,10,17,19,,69,25,30.9
16,10,18,18,,69,24,31.6
16,10,19,18,,69,24,31.6
16,10,20,18,,69,24,
16,10,21,18,,73,23,
16,10,22,18,,78,22,
16,10,23,18,,78,22,
17,10,0,18,,78,22,
17,10,1,18,,78,22,
17,10,2,17,,61,25,
17,10,3,18,28.8,54,28,
17,10,4,16,29.1,45,29,
17,10,5,17,30.3,45,30,
17,10,6,16,31.9,38,32,
17,10,7,14,32.1,31,33,
17,10,8,15,30.6,38,31,28.8
17,10,9,16,33,36,33,29.1
17,10,10,14,30.3,35,31,30.3
17,10,11,17,29.4,48,29,31.9
17,10,12,15,,51,26,32.1
17,10,13,15,,51,26,30.6
17,10,14,17,,61,25,33
17,10,15,18,,73,23,30.3
17,10,16,20,,100,20,29.4
17,10,17,20,,100,20,
17,10,18,20,,100,20,
17,10,19,19,,94,20,
17,10,21,,,N/A,,
17,10,22,19,,94,20,
17,10,23,18,,88,20,
18,10,0,19,,100,19,
18,10,2,19,,83,22,
18,10,3,19,,69,25,
18,10,4,18,27.9,58,27,
18,10,6,17,29.4,48,29,
18,10,7,17,29.4,48,29,
18,10,8,19,30.3,55,29,
18,10,9,18,30.7,48,30,
18,10,10,17,29.4,48,29,27.9
18,10,11,17,29.4,48,29,29.4
18,10,12,17,27.7,54,27,29.4
18,10,13,18,,61,26,30.3
18,10,15,18,,65,25,30.7
18,10,16,19,,73,24,29.4
18,10,17,19,,73,24,29.4
18,10,19,19,,78,23,27.7
18,10,20,18,,78,22,
18,10,22,19,,83,22,
18,10,23,19,,88,21,
19,10,0,19,,88,21,
19,10,1,19,,88,21,
19,10,2,20,,83,23,
19,10,3,20,,69,26,
19,10,4,20,28.5,65,27,
19,10,5,18,28.8,54,28,
19,10,6,18,31.9,46,31,
19,10,7,17,31.4,43,31,
19,10,10,18,,94,19,
19,10,11,19,,100,19,28.5
19,10,12,19,,100,19,28.8
19,10,13,18,,94,19,31.9
19,10,14,18,,94,19,31.4
19,10,15,17,,88,19,
19,10,16,17,,88,19,
19,10,17,17,,88,19,
19,10,18,16,,83,19,
19,10,19,17,,88,19,
19,10,20,17,,88,19,
19,10,21,18,,94,19,
19,10,22,18,,94,19,
19,10,23,18,,94,19,
20,10,0,18,,94,19,
20,10,2,18,,83,21,
20,10,3,19,,78,23,
20,10,4,19,,69,25,
20,10,5,19,,65,26,
20,10,6,18,,61,26,
20,10,7,18,27.9,58,27,
20,10,8,18,27.9,58,27,
20,10,9,19,28.2,61,27,
20,10,10,20,,69,26,
20,10,11,20,,74,25,
20,10,12,20,,78,24,27.9
20,10,13,18,,100,18,27.9
20,10,14,17,,94,18,28.2
20,10,15,18,,94,19,
20,10,16,19,,100,19,
20,10,17,18,,94,19,
20,10,18,18,,100,18,
20,10,19,18,,100,18,
20,10,20,18,,100,18,
20,10,21,16,,88,18,
20,10,22,16,,94,17,
20,10,23,17,,100,17,
21,10,0,17,,100,17,
21,10,1,17,,100,17,
21,10,2,18,,83,21,
21,10,3,17,,73,22,
21,10,4,17,,65,24,
21,10,5,17,,61,25,
21,10,6,17,,57,26,
21,10,7,16,,54,26,
21,10,9,16,27.5,51,27,
21,10,10,15,27.3,48,27,
21,10,11,16,,54,26,
21,10,12,17,,65,24,
21,10,13,18,,69,24,
21,10,15,18,,73,23,27.5
21,10,16,19,,78,23,27.3
21,10,18,19,,94,20,
21,10,19,18,,88,20,
21,10,20,18,,94,19,
21,10,21,18,,94,19,
21,10,22,,,N/A,,
22,10,1,18,,94,19,
22,10,2,18,,88,20,
22,10,3,19,,83,22,
22,10,5,18,,65,25,
22,10,6,17,,61,25,
22,10,7,17,27.7,54,27,
22,10,8,17,27.7,54,27,
22,10,9,17,27.7,54,27,
22,10,10,17,,57,26,
22,10,11,17,,61,25,
22,10,12,18,,69,24,27.7
22,10,13,19,,78,23,27.7
22,10,14,19,,78,23,27.7
22,10,15,18,,73,23,
22,10,16,18,,73,23,
22,10,17,18,,78,22,
22,10,22,16,,78,20,
22,10,23,16,,83,19,
23,10,2,16,,78,20,
23,10,3,16,,73,21,
23,10,4,16,,65,23,
23,10,5,15,,57,24,
23,10,6,15,,57,24,
23,10,7,16,,61,24,
23,10,9,14,,50,25,
23,10,10,15,,54,25,
23,10,11,14,,50,25,
23,10,12,14,,53,24,
23,10,13,15,,61,23,
23,10,14,16,,69,22,
23,10,15,16,,73,21,
23,10,17,17,,78,21,
23,10,18,17,,83,20,
23,10,19,17,,83,20,
23,10,21,16,,78,20,
23,10,23,15,,78,19,
24,10,2,17,,88,19,
24,10,3,16,,73,21,
24,10,4,15,,61,23,
24,10,5,15,,54,25,
24,10,6,15,,51,26,
24,10,7,14,,47,26,
24,10,8,14,27.1,45,27,
24,10,9,14,27.1,45,27,
24,10,10,18,,73,23,
24,10,11,16,,69,22,
24,10,12,17,,78,21,
24,10,13,16,,73,21,27.1
24,10,14,16,,83,19,27.1
24,10,15,16,,83,19,
24,10,16,16,,88,18,
24,10,17,16,,94,17,
24,10,18,16,,94,17,
24,10,20,17,,100,17,
24,10,21,17,,100,17,
24,10,22,16,,100,16,
24,10,23,16,,100,16,
25,10,0,16,,100,16,
25,10,1,16,,100,16,
25,10,2,17,,94,18,
25,10,3,17,,83,20,
25,10,4,16,,69,22,
25,10,5,16,,61,24,
25,10,6,15,,54,25,
25,10,7,14,,47,26,
25,10,8,16,27.5,51,27,
25,10,9,15,,51,26,
25,10,10,15,,51,26,
25,10,11,15,,54,25,
25,10,12,15,,57,24,
25,10,13,15,,57,24,27.5
25,10,14,16,,69,22,
25,10,16,17,,78,21,
25,10,17,17,,83,20,
25,10,18,16,,78,20,
25,10,19,16,,83,19,
25,10,23,17,,100,17,
26,10,0,17,,100,17,
26,10,1,17,,100,17,
26,10,2,18,,94,19,
26,10,3,18,,88,20,
26,10,4,18,,78,22,
26,10,5,17,,65,24,
26,10,6,17,,65,24,
26,10,7,17,,65,24,
26,10,8,17,,65,24,
26,10,9,19,,65,26,
26,10,10,15,,54,25,
26,10,11,17,,61,25,
26,10,12,17,,69,23,
26,10,13,17,,69,23,
26,10,14,17,,69,23,
26,10,15,17,,78,21,
26,10,16,18,,83,21,
26,10,17,18,,83,21,
26,10,18,18,,83,21,
26,10,19,19,,94,20,
26,10,20,18,,88,20,
26,10,21,18,,94,19,
26,10,22,18,,94,19,
26,10,23,19,,100,19,
27,10,1,18,,94,19,
27,10,2,19,,94,20,
27,10,3,19,,73,24,
27,10,4,18,,65,25,
27,10,5,18,,65,25,
27,10,6,18,,65,25,
27,10,7,18,,65,25,
27,10,8,16,,57,25,
27,10,9,15,,54,25,
27,10,10,15,,54,25,
27,10,11,17,,65,24,
27,10,12,17,,65,24,
27,10,13,19,,78,23,
27,10,14,19,,83,22,
27,10,15,19,,83,22,
27,10,16,19,,88,21,
27,10,17,19,,88,21,
27,10,18,19,,88,21,
27,10,19,19,,88,21,
27,10,21,19,,94,20,
27,10,22,19,,94,20,
27,10,23,18,,88,20,
28,10,0,18,,88,20,
28,10,1,17,,88,19,
28,10,2,17,,78,21,
28,10,3,16,,65,23,
28,10,4,13,,47,25,
28,10,5,13,,44,26,
28,10,6,14,,47,26,
28,10,8,13,27,42,27,
28,10,9,12,26.8,39,27,
28,10,10,4,,23,27,
28,10,11,14,,47,26,
28,10,12,16,,65,23,
28,10,13,16,,65,23,27
28,10,14,17,,69,23,26.8
28,10,16,17,,73,22,
28,10,17,17,,69,23,
28,10,19,18,,94,19,
28,10,20,18,,94,19,
28,10,21,18,,94,19,
28,10,23,17,,100,17,
29,10,0,17,,100,17,
29,10,2,18,,100,18,
29,10,3,18,,88,20,
29,10,4,18,,83,21,
29,10,5,18,,78,22,
29,10,6,17,,73,22,
29,10,7,17,,65,24,
29,10,8,17,,69,23,
29,10,9,17,,69,23,
29,10,11,17,,73,22,
29,10,12,17,,83,20,
29,10,13,18,,88,20,
29,10,14,17,,88,19,
29,10,16,17,,88,19,
29,10,17,18,,100,18,
29,10,18,17,,94,18,
29,10,19,17,,100,17,
29,10,20,17,,100,17,
29,10,20,17,,100,17,
30,10,0,,,N/A,,
30,10,2,16,,78,20,
30,10,4,17,,69,23,
30,10,5,17,,69,23,
30,10,10,18,,69,24,
30,10,11,18,,73,23,
30,10,13,19,,88,21,
30,10,17,19,,100,19,
30,10,23,17,,100,17,
31,10,0,17,,100,17,
31,10,1,18,,100,18,
31,10,5,18,,65,25,
31,10,8,15,28,45,28,
31,10,10,17,,57,26,
31,10,11,18,,69,24,
31,10,12,18,,73,23,
1,11,0,17,,100,17,
1,11,1,18,,94,19,28
1,11,3,17,,69,23,
1,11,5,15,,51,26,
1,11,10,12,,42,26,
1,11,12,14,,57,23,
1,11,16,16,,83,19,
1,11,17,16,,83,19,
1,11,18,15,,78,19,
1,11,19,15,,78,19,
1,11,20,15,,83,18,
1,11,21,14,,82,17,
1,11,22,15,,88,17,
2,11,3,16,,69,22,
2,11,13,16,,73,21,
2,11,14,16,,73,21,
2,11,15,16,,78,20,
2,11,16,16,,83,19,
3,11,0,15,,88,17,
3,11,0,15,,88,17,
3,11,2,16,,78,20,
3,11,3,16,,69,22,
3,11,4,,,N/A,,
3,11,5,15,,51,26,
3,11,6,16,,73,21,
3,11,6,15,27.3,48,27,
3,11,9,13,,44,26,
3,11,10,15,,54,25,
3,11,12,16,,65,23,
3,11,14,16,,69,22,
3,11,23,17,,94,18,27.3
4,11,0,16,,94,17,
4,11,2,17,,78,21,
4,11,4,15,,54,25,
4,11,6,15,,51,26,
4,11,9,15,27.3,48,27,
4,11,10,14,,47,26,
4,11,11,15,,54,25,
4,11,13,17,,73,22,
4,11,14,16,,69,22,
4,11,17,16,,78,20,27.3
5,11,2,16,,78,20,
5,11,5,15,,51,26,
5,11,7,13,27,42,27,
5,11,9,13,27,42,27,
5,11,10,13,27,42,27,
5,11,12,15,,61,23,
5,11,14,15,,64,22,
5,11,16,15,,68,21,27
6,11,0,18,,73,23,27
6,11,3,18,,73,23,27
6,11,5,18,,61,26,
6,11,8,17,27.7,54,27,
6,11,10,18,,61,26,
6,11,13,18,,78,22,
6,11,17,18,,88,20,
6,11,20,17,,88,19,
6,11,23,16,,94,17,27.7
7,11,0,15,,88,17,
7,11,1,16,,88,18,
7,11,3,17,,69,23,
7,11,4,17,,57,26,
7,11,5,17,27.7,54,27,
7,11,8,15,27.3,48,27,
7,11,12,15,,61,23,
7,11,13,16,,69,22,
7,11,21,16,,94,17,
8,11,0,15,,88,17,27.7
8,11,7,16,,78,20,27.3
8,11,7,16,28.3,48,28,
8,11,10,17,,61,25,
8,11,13,17,,78,21,
8,11,21,17,,88,19,
9,11,2,17,,73,22,
9,11,8,16,27.5,51,27,28.3
9,11,23,17,,88,19,
10,11,0,17,,100,17,
10,11,2,18,,88,20,
10,11,4,17,,69,23,
10,11,7,16,,57,25,27.5
10,11,8,17,,61,25,
10,11,10,17,,69,23,
10,11,16,15,,83,18,
10,11,19,15,,83,18,
11,11,7,15,,51,26,
11,11,8,14,,47,26,
11,11,9,15,,51,26,
11,11,10,16,,57,25,
11,11,12,16,,69,22,
12,11,0,15,,88,17,
12,11,9,9,,36,25,
12,11,18,12,,77,16,
12,11,19,11,,77,15,
12,11,22,11,,88,13,
13,11,1,11,,82,14,
13,11,8,11,,41,25,
13,11,9,10,,41,24,
13,11,10,10,,44,23,
13,11,16,10,,68,16,
13,11,19,10,,77,14,
14,11,0,9,,72,14,
14,11,6,9,,34,26,
14,11,7,9,,36,25,
14,11,10,10,,41,24,
14,11,12,11,,56,20,
14,11,13,12,,64,19,
14,11,16,11,,88,13,
14,11,17,12,,77,16,
14,11,19,12,,82,15,
15,11,0,11,,82,14,
15,11,4,12,,47,24,
15,11,6,8,,32,26,
15,11,7,9,,34,26,
15,11,8,8,,32,26,
15,11,14,11,,60,19,
15,11,16,12,,72,17,
15,11,17,12,,72,17,
15,11,18,12,,77,16,
15,11,22,,,N/A,,
15,11,23,11,,88,13,
16,11,1,12,,82,15,
16,11,2,13,,73,18,
16,11,3,13,,60,21,
16,11,5,11,,41,25,
16,11,9,10,,39,25,
16,11,12,12,,60,20,
16,11,13,12,,64,19,
16,11,16,12,,68,18,
16,11,17,12,,72,17,
16,11,18,12,,72,17,
16,11,19,11,,72,16,
16,11,21,11,,77,15,
16,11,22,11,,82,14,
17,11,1,11,,72,16,
17,11,5,11,,41,25,
17,11,7,12,,44,25,
17,11,8,12,,44,25,
17,11,12,12,,56,21,
17,11,13,12,,60,20,
17,11,15,12,,77,16,
17,11,21,13,,88,15,
18,11,2,13,,77,17,
18,11,3,14,,64,21,
18,11,4,13,,60,21,
18,11,5,,,N/A,,
18,11,8,11,,44,24,
18,11,9,13,,53,23,
18,11,10,13,,57,22,
18,11,11,13,,60,21,
18,11,13,13,,60,21,
18,11,15,13,,64,20,
18,11,21,13,,94,14,
18,11,22,13,,94,14,
18,11,23,13,,94,14,
19,11,4,14,,53,24,
19,11,6,11,,39,26,
19,11,8,11,,41,25,
19,11,9,11,,41,25,
19,11,12,12,,60,20,
19,11,20,12,,77,16,
19,11,21,12,,82,15,
20,11,1,13,,82,16,
20,11,2,14,,73,19,
20,11,3,13,,60,21,
20,11,6,13,,47,25,
20,11,9,6,,28,26,
20,11,10,8,,36,24,
20,11,13,9,,49,20,
20,11,16,10,,63,17,
20,11,18,11,,68,17,
21,11,0,12,,82,15,
21,11,3,15,,61,23,
21,11,4,13,,53,23,
21,11,6,6,,28,26,
21,11,7,5,,26,26,
21,11,8,4,,24,26,
21,11,9,5,,28,25,
21,11,10,9,,41,23,
21,11,11,9,,46,21,
21,11,12,9,,49,20,
21,11,13,10,,52,20,
21,11,14,10,,59,18,
21,11,18,10,,59,18,
21,11,20,9,,59,17,
21,11,23,9,,59,17,
22,11,2,12,,64,19,
22,11,8,7,,32,25,
22,11,9,9,,38,24,
22,11,10,12,,50,23,
22,11,11,13,,60,21,
22,11,14,12,,64,19,
22,11,16,13,,68,19,
22,11,17,13,,73,18,
22,11,19,14,,82,17,
22,11,22,14,,88,16,
22,11,23,14,,88,16,
23,11,0,14,,77,18,
23,11,1,14,,77,18,
23,11,5,13,,53,23,
23,11,10,15,,64,22,
23,11,12,11,,60,19,
23,11,13,12,,64,19,
23,11,16,11,,68,17,
23,11,18,11,,72,16,
23,11,21,12,,88,14,
24,11,0,11,,88,13,
24,11,5,10,,44,23,
24,11,6,11,,47,23,
24,11,7,8,,34,25,
24,11,9,9,,36,25,
24,11,10,10,,44,23,
24,11,11,10,,44,23,
24,11,13,12,,60,20,
24,11,15,12,,60,20,
24,11,18,13,,73,18,
24,11,19,13,,73,18,
24,11,20,14,,77,18,
24,11,21,14,,77,18,
25,11,1,16,,94,17,
25,11,3,18,,94,19,
26,11,8,16,,88,18,
26,11,10,15,,83,18,
26,11,11,15,,88,17,
26,11,12,15,,94,16,
26,11,13,14,,94,15,
27,11,1,13,,100,13,
27,11,2,13,,100,13,
27,11,3,14,,100,14,
27,11,4,14,,100,14,
27,11,5,14,,94,15,
27,11,6,15,,94,16,
27,11,7,15,,88,17,
27,11,9,15,,78,19,
27,11,11,15,,88,17,
27,11,12,14,,88,16,
27,11,13,14,,88,16,
27,11,15,14,,94,15,
27,11,17,13,,100,13,
27,11,18,13,,100,13,
27,11,19,12,,100,12,
27,11,20,11,,100,11,
27,11,21,12,,100,12,
27,11,22,,,N/A,,
28,11,0,10,,100,10,
28,11,1,10,,100,10,
28,11,6,12,,60,20,
28,11,8,10,,49,21,
28,11,9,,,N/A,,
28,11,10,10,,52,20,
28,11,12,10,,63,17,
28,11,15,11,,88,13,
28,11,16,10,,82,13,
29,11,0,11,,100,11,
29,11,2,11,,88,13,
29,11,3,12,,72,17,
29,11,4,11,,60,19,
29,11,5,11,,56,20,
29,11,6,11,,53,21,
29,11,7,11,,53,21,
29,11,8,10,,49,21,
29,11,9,10,,49,21,
29,11,12,,,N/A,,
29,11,14,13,,77,17,
29,11,15,13,,77,17,
29,11,17,14,,94,15,
29,11,18,15,,94,16,
29,11,22,15,,100,15,
30,11,1,15,,94,16,
30,11,2,16,,94,17,
30,11,5,13,,60,21,
30,11,7,14,,60,22,
30,11,8,14,,64,21,
30,11,9,14,,64,21,
30,11,10,15,,73,20,
30,11,11,,,N/A,,
30,11,12,15,,78,19,
30,11,20,14,,100,14,
30,11,21,13,,100,13,
1,12,0,11,,100,11,
1,12,2,12,,100,12,
1,12,3,11,,100,11,
1,12,3,12,,100,12,
1,12,4,14,,100,14,
1,12,5,14,,82,17,
1,12,7,12,,64,19,
1,12,8,11,,56,20,
1,12,9,11,,56,20,
1,12,10,12,,64,19,
1,12,12,13,,82,16,
1,12,18,12,,100,12,
1,12,19,12,,100,12,
1,12,20,11,,94,12,
1,12,21,11,,100,11,
2,12,0,10,,94,11,
2,12,10,11,,56,20,
2,12,13,11,,77,15,
2,12,15,,,N/A,,
2,12,16,11,,88,13,
2,12,17,11,,82,14,
2,12,23,10,,100,10,
3,12,4,11,,56,20,
3,12,5,10,,49,21,
3,12,7,9,,46,21,
3,12,12,11,,72,16,
3,12,13,12,,82,15,
3,12,15,12,,82,15,
3,12,18,12,,94,13,
3,12,20,11,,94,12,
4,12,3,11,,88,13,
4,12,3,13,,77,17,
4,12,4,11,,56,20,
4,12,5,9,,46,21,
4,12,6,8,,43,21,
4,12,8,8,,43,21,
4,12,14,11,,82,14,
4,12,17,12,,94,13,
4,12,18,12,,94,13,
4,12,20,,,N/A,,
4,12,21,11,,94,12,
4,12,23,10,,100,10,
5,12,3,12,,82,15,
5,12,4,13,,64,20,
5,12,6,13,,60,21,
5,12,9,14,,68,20,
5,12,10,13,,64,20,
5,12,11,14,,77,18,
5,12,12,13,,82,16,
5,12,15,14,,88,16,
5,12,16,14,,94,15,
5,12,18,13,,100,13,
6,12,0,13,,100,13,
6,12,1,15,,100,15,
6,12,2,15,,94,16,
6,12,3,15,,78,19,
6,12,4,15,,73,20,
6,12,7,15,,64,22,
6,12,8,15,,61,23,
6,12,12,16,,83,19,
6,12,15,16,,83,19,
6,12,20,16,,94,17,
6,12,23,14,,88,16,
7,12,0,14,,94,15,
7,12,1,14,,94,15,
7,12,3,15,,78,19,
7,12,5,16,,69,22,
7,12,6,16,,69,22,
7,12,9,16,,78,20,
7,12,12,14,,77,18,
7,12,13,15,,88,17,
7,12,16,14,,88,16,
7,12,17,13,,88,15,
7,12,18,12,,82,15,
7,12,21,13,,88,15,
8,12,3,14,,73,19,
8,12,7,18,,83,21,
8,12,11,16,,100,16,
8,12,17,15,,94,16,
8,12,19,16,,100,16,
8,12,20,16,,100,16,
8,12,21,16,,100,16,
8,12,23,16,,100,16,
9,12,2,16,,100,16,
9,12,5,16,,100,16,
9,12,9,15,,94,16,
9,12,10,14,,100,14,
9,12,11,14,,100,14,
9,12,12,14,,94,15,
9,12,13,15,,100,15,
9,12,18,14,,100,14,
9,12,20,15,,100,15,
9,12,21,15,,100,15,
9,12,22,15,,100,15,
9,12,23,15,,100,15,
10,12,11,15,,94,16,
10,12,15,14,,100,14,
10,12,17,13,,100,13,
10,12,20,12,,100,12,
10,12,21,,,N/A,,
11,12,1,11,,100,11,
11,12,3,12,,100,12,
11,12,12,15,,100,15,
11,12,15,13,,100,13,
11,12,16,13,,100,13,
12,12,1,10,,100,10,
12,12,4,13,,100,13,
12,12,5,14,,94,15,
12,12,7,14,,82,17,
12,12,8,14,,88,16,
12,12,9,14,,94,15,
12,12,10,13,,88,15,
12,12,11,14,,94,15,
12,12,12,13,,94,14,
12,12,13,13,,100,13,
12,12,16,13,,100,13,
12,12,17,13,,100,13,
12,12,18,13,,100,13,
12,12,19,13,,100,13,
12,12,20,13,,100,13,
12,12,23,13,,100,13,
13,12,1,14,,100,14,
13,12,5,13,,77,17,
13,12,10,14,,88,16,
13,12,13,14,,94,15,
13,12,14,14,,100,14,
13,12,15,14,,100,14,
13,12,20,14,,100,14,
13,12,21,14,,100,14,
14,12,1,12,,100,12,
14,12,3,13,,88,15,
14,12,4,13,,88,15,
14,12,9,13,,77,17,
14,12,11,13,,88,15,
14,12,12,13,,94,14,
14,12,14,13,,100,13,
14,12,15,13,,100,13,
15,12,2,10,,94,11,
15,12,6,11,,88,13,
15,12,11,10,,88,12,
15,12,21,9,,82,12,
16,12,9,9,,77,13,
16,12,11,9,,82,12,
16,12,14,9,,88,11,
16,12,15,9,,88,11,
16,12,16,9,,94,10,
16,12,18,8,,93,9,
16,12,19,9,,100,9,
16,12,21,7,,100,7,
16,12,22,7,,100,7,
17,12,0,9,,94,10,
17,12,3,10,,88,12,
17,12,5,10,,68,16,
17,12,6,10,,68,16,
17,12,8,11,,72,16,
17,12,10,12,,77,16,
17,12,11,12,,82,15,
17,12,12,12,,88,14,
17,12,13,12,,100,12,
17,12,14,12,,100,12,
17,12,15,12,,100,12,
17,12,16,,,N/A,,
17,12,17,12,,100,12,
17,12,18,12,,100,12,
17,12,20,12,,100,12,
17,12,21,11,,100,11,
17,12,22,10,,94,11,
18,12,0,10,,94,11,
18,12,1,10,,94,11,
18,12,6,10,,72,15,
18,12,9,11,,72,16,
18,12,10,12,,88,14,
18,12,13,12,,100,12,
18,12,15,11,,94,12,
18,12,22,7,,100,7,
19,12,1,8,,100,8,
19,12,3,9,,100,9,
19,12,4,10,,100,10,
19,12,11,9,,88,11,
19,12,21,9,,94,10,
20,12,3,9,,100,9,
20,12,6,9,,82,12,
20,12,8,8,,77,12,
20,12,12,9,,88,11,
20,12,15,9,,94,10,
20,12,18,8,,87,10,
20,12,19,,,N/A,,
20,12,20,8,,87,10,
20,12,23,9,,94,10,
21,12,4,8,,87,10,
21,12,5,9,,88,11,
21,12,6,9,,88,11,
21,12,8,9,,82,12,
21,12,12,9,,88,11,
21,12,16,8,,87,10,
21,12,19,8,,87,10,
22,12,1,8,,87,10,
22,12,4,7,,76,11,
22,12,5,8,,77,12,
22,12,11,9,,88,11,
22,12,14,9,,94,10,
22,12,15,9,,100,9,
22,12,19,7,,100,7,
22,12,20,7,,100,7,
23,12,0,3,,100,3,
23,12,5,8,,93,9,
23,12,6,10,,82,13,
23,12,7,,,N/A,,
23,12,10,11,,77,15,
23,12,11,11,,88,13,
23,12,12,11,,94,12,
23,12,13,11,,100,11,
23,12,14,11,,100,11,
23,12,16,10,,100,10,
23,12,22,9,,100,9,
24,12,0,9,,100,9,
24,12,0,9,,100,9,
24,12,1,9,,100,9,
24,12,9,10,,72,15,
24,12,10,11,,82,14,
24,12,12,11,,94,12,
24,12,18,,,N/A,,
24,12,21,9,,100,9,
25,12,1,8,,93,9,
25,12,4,9,,88,11,
25,12,6,9,,72,14,
25,12,7,10,,72,15,
25,12,8,9,,72,14,
25,12,13,9,,100,9,
25,12,15,8,,100,8,
25,12,17,8,,100,8,
25,12,18,8,,100,8,
25,12,20,9,,100,9,
26,12,0,8,,100,8,
26,12,2,8,,93,9,
26,12,3,8,,93,9,
26,12,10,9,,82,12,
26,12,12,8,,93,9,
26,12,15,,,N/A,,
26,12,16,8,,100,8,
26,12,17,8,,100,8,
26,12,18,8,,100,8,
26,12,21,,,N/A,,
26,12,22,6,,100,6,
27,12,2,,,N/A,,
27,12,4,8,,93,9,
27,12,7,,,N/A,,
27,12,8,10,,94,11,
27,12,22,7,,100,7,
28,12,0,6,,100,6,
28,12,3,8,,100,8,
28,12,5,9,,77,13,
28,12,6,9,,67,15,
28,12,10,10,,77,14,
28,12,11,10,,88,12,
28,12,12,10,,94,11,
28,12,14,10,,94,11,
28,12,15,10,,94,11,
28,12,23,10,,100,10,
29,12,0,9,,94,10,
29,12,1,9,,94,10,
29,12,3,11,,72,16,
29,12,5,10,,63,17,
29,12,6,11,,68,17,
29,12,9,14,,94,15,
29,12,10,12,,88,14,
29,12,11,11,,88,13,
29,12,13,11,,100,11,
29,12,16,11,,100,11,
29,12,17,11,,100,11,
29,12,18,10,,100,10,
29,12,19,10,,100,10,
29,12,23,10,,100,10,
30,12,2,9,,94,10,
30,12,5,10,,94,11,
30,12,11,10,,94,11,
30,12,21,7,,100,7,
31,12,7,9,,67,15,
31,12,8,9,,63,16,
31,12,10,9,,67,15,
31,12,11,10,,82,13,
31,12,13,10,,94,11,
1,1,5,6,,55,15,
1,1,6,7,,52,17,
1,1,9,6,,48,17,
1,1,11,7,,63,14,
1,1,12,8,,72,13,
1,1,13,8,,77,12,
1,1,14,8,,82,11,
1,1,17,7,,93,8,
1,1,18,7,,93,8,
1,1,20,6,,93,7,
1,1,21,6,,100,6,
1,1,22,6,,100,6,
1,1,23,5,,100,5,
2,1,0,5,,93,6,
2,1,0,5,,100,5,
2,1,3,7,,82,10,
2,1,5,7,,55,16,
2,1,7,6,,48,17,
2,1,9,6,,45,18,
2,1,10,7,,52,17,
2,1,11,8,,67,14,
2,1,14,8,,82,11,
2,1,15,8,,87,10,
2,1,16,8,,87,10,
2,1,20,7,,100,7,
2,1,23,5,,93,6,
3,1,0,,,N/A,,
3,1,1,5,,100,5,
3,1,4,7,,63,14,
3,1,5,6,,52,16,
3,1,7,5,,42,18,
3,1,8,,,N/A,,
3,1,20,6,,87,8,
3,1,21,5,,81,8,
4,1,5,6,,52,16,
4,1,9,,,N/A,,
4,1,13,9,,77,13,
4,1,16,9,,88,11,
4,1,18,8,,82,11,
4,1,19,8,,93,9,
4,1,23,7,,87,9,
5,1,1,7,,93,8,
5,1,3,8,,63,15,
5,1,5,7,,46,19,
5,1,9,6,,40,20,
5,1,10,7,,46,19,
5,1,11,8,,59,16,
5,1,12,8,,59,16,
5,1,14,9,,82,12,
5,1,15,9,,88,11,
5,1,16,9,,88,11,
6,1,0,7,,100,7,
6,1,1,7,,93,8,
6,1,3,8,,67,14,
6,1,5,9,,52,19,
6,1,9,10,,49,21,
6,1,12,11,,68,17,
6,1,13,11,,72,16,
6,1,21,,,N/A,,
7,1,0,11,,100,11,
7,1,5,11,,64,18,
7,1,6,12,,68,18,
7,1,9,13,,77,17,
7,1,14,11,,100,11,
7,1,18,10,,100,10,
7,1,19,9,,100,9,
7,1,20,10,,100,10,
7,1,22,9,,100,9,
8,1,0,9,,100,9,
8,1,6,11,,77,15,
8,1,8,12,,77,16,
8,1,9,12,,77,16,
8,1,11,12,,94,13,
8,1,14,11,,100,11,
8,1,15,10,,100,10,
8,1,18,8,,100,8,
8,1,19,8,,100,8,
9,1,1,8,,100,8,
9,1,2,9,,100,9,
9,1,5,11,,100,11,
9,1,7,14,,94,15,
9,1,8,14,,94,15,
9,1,11,13,,82,16,
9,1,12,13,,88,15,
9,1,14,12,,94,13,
9,1,16,12,,100,12,
9,1,17,11,,100,11,
9,1,23,9,,100,9,
10,1,0,9,,100,9,
10,1,1,9,,100,9,
10,1,4,11,,72,16,
10,1,7,7,,40,21,
10,1,11,10,,63,17,
10,1,12,11,,72,16,
10,1,13,10,,68,16,
10,1,16,10,,82,13,
10,1,17,10,,82,13,
10,1,19,10,,94,11,
11,1,4,9,,52,19,
11,1,12,10,,63,17,
11,1,16,13,,94,14,
11,1,20,13,,100,13,
11,1,21,12,,100,12,
11,1,22,12,,100,12,
11,1,23,12,,100,12,
12,1,0,11,,100,11,
12,1,2,13,,94,14,
12,1,5,10,,56,19,
12,1,6,9,,46,21,
12,1,8,10,,52,20,
12,1,14,12,,82,15,
12,1,17,13,,94,14,
12,1,19,12,,100,12,
13,1,5,9,,56,18,
13,1,10,9,,52,19,
13,1,12,10,,72,15,
13,1,13,10,,82,13,
13,1,14,10,,88,12,
13,1,17,10,,94,11,
13,1,20,9,,94,10,
14,1,3,11,,82,14,
14,1,4,10,,72,15,
14,1,20,9,,88,11,
